STATION_NAME                                                ELEVATION      LATITUDE       LONGITUDE      DATE           PRCP           TMAX           TMIN           
CLANTON AL US                                               179.8          32.82          -86.6          12 16 2023     0.00           65             41             
CLANTON AL US                                               179.8          32.82          -86.6          12 17 2023     0.00           60             47             
CLANTON AL US                                               179.8          32.82          -86.6          12 18 2023     0.00           60             36             
CLANTON AL US                                               179.8          32.82          -86.6          12 19 2023     0.00           62             28             
CLANTON AL US                                               179.8          32.82          -86.6          12 20 2023     0.00           52             27             
CLANTON AL US                                               179.8          32.82          -86.6          12 21 2023     0.00           55             25             
CLANTON AL US                                               179.8          32.82          -86.6          12 22 2023     0.00           56             26             
CLANTON AL US                                               179.8          32.82          -86.6          12 23 2023     0.00           67             34             
CLANTON AL US                                               179.8          32.82          -86.6          12 24 2023     0.00           70             35             
CLANTON AL US                                               179.8          32.82          -86.6          12 25 2023     0.83           65             50             
CLANTON AL US                                               179.8          32.82          -86.6          12 26 2023     1.13           66             50             
CLANTON AL US                                               179.8          32.82          -86.6          12 27 2023     0.00           52             34             
CLANTON AL US                                               179.8          32.82          -86.6          12 28 2023     0.00           57             34             
CLANTON AL US                                               179.8          32.82          -86.6          12 29 2023     0.00           52             35             
CLANTON AL US                                               179.8          32.82          -86.6          12 31 2023     0.00           44             26             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 01 2023     0.20           60             44             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 02 2023     2.00           64             58             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 03 2023     0.10           64             48             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 04 2023     0.00           60             40             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 05 2023     0.00           59             31             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 06 2023     0.00           51             36             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 07 2023     0.00           58             33             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 08 2023     0.00           60             33             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 09 2023     0.00           70             55             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 10 2023     0.90           65             39             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 11 2023     0.00           56             21             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 12 2023     0.00           58             29             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 13 2023     0.00           62             37             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 14 2023     0.00           66             42             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 15 2023     0.00           63             40             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 16 2023     0.05           57             45             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 17 2023     0.23           55             43             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 18 2023     0.00           53             31             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 19 2023     0.00           47             26             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 20 2023     0.00           55             29             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 21 2023     0.00           52             34             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 22 2023     0.00           61             38             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 23 2023     0.00           66             46             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 24 2023     0.00           61             51             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 25 2023     1.35           61             51             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 26 2023     0.00           55             37             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 27 2023     0.00           56             33             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 28 2023     0.00           50             28             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 29 2023     0.05           42             34             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 30 2023     0.05           40             33             
HALEYVILLE AL US                                            280.4          34.23          -87.64         12 31 2023     0.00           57             29             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 01 2023     0.29           64             30             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 02 2023     0.56           62             50             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 03 2023     1.37           68             59             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 09 2023     0.14           63             30             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 10 2023     2.54           68             49             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 17 2023     0.18           59             42             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 25 2023     0.23           67             39             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 26 2023     0.76           63             49             
SCOTTSBORO AL US                                            187.5          34.67          -86.05         12 29 2023     0.02           49             30             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 01 2023     0.23           60             45             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 02 2023     2.00           65             58             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 03 2023     0.17           65             52             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 04 2023     0.00           60             40             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 05 2023     0.00           59             30             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 06 2023     0.00           51             36             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 07 2023     0.00           57             28             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 08 2023     0.00           63             35             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 09 2023     0.18           69             55             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 10 2023     2.30           64             40             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 11 2023     0.00           47             26             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 12 2023     0.00           56             26             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 13 2023     0.00           59             29             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 14 2023     0.00           62             38             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 15 2023     0.00           60             39             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 16 2023     0.00           58             43             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 17 2023     0.15           54             44             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 18 2023     0.00           52             34             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 19 2023     0.00           44             24             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 20 2023     0.00           52             26             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 21 2023     0.00           53             28             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 22 2023     0.00           60             35             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 23 2023     0.00           66             40             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 25 2023     1.56           64             56             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 26 2023     0.00           58             42             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 27 2023     0.00           54             30             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 28 2023     0.00           46             29             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 29 2023     0.00           41             35             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 30 2023     0.02           40             33             
JOPPA 1 SW AL US                                            313.6          34.29          -86.57         12 31 2023     0.00           57             27             
VERNON AL US                                                90.5           33.74          -88.13         12 01 2023     0.15           58             31             
VERNON AL US                                                90.5           33.74          -88.13         12 02 2023     1.33           66             48             
VERNON AL US                                                90.5           33.74          -88.13         12 05 2023     0.01           63             32             
VERNON AL US                                                90.5           33.74          -88.13         12 06 2023     0.00           64             31             
VERNON AL US                                                90.5           33.74          -88.13         12 07 2023     0.00           56             30             
VERNON AL US                                                90.5           33.74          -88.13         12 09 2023     0.08           69             36             
VERNON AL US                                                90.5           33.74          -88.13         12 10 2023     0.00           76             52             
VERNON AL US                                                90.5           33.74          -88.13         12 11 2023     0.91           55             29             
VERNON AL US                                                90.5           33.74          -88.13         12 12 2023     0.00           55             27             
VERNON AL US                                                90.5           33.74          -88.13         12 13 2023     0.00           62             27             
VERNON AL US                                                90.5           33.74          -88.13         12 14 2023     0.00           66             31             
VERNON AL US                                                90.5           33.74          -88.13         12 15 2023     0.00           67             34             
VERNON AL US                                                90.5           33.74          -88.13         12 19 2023     0.00           59             26             
VERNON AL US                                                90.5           33.74          -88.13         12 20 2023     0.00           50             23             
VERNON AL US                                                90.5           33.74          -88.13         12 21 2023     0.00           55             28             
VERNON AL US                                                90.5           33.74          -88.13         12 25 2023     1.06           64             54             
VERNON AL US                                                90.5           33.74          -88.13         12 26 2023     0.01           64             47             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 01 2023     0.27           68             50             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 02 2023     0.05           71             63             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 03 2023     0.00           67             47             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 04 2023     0.00           66             40             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 05 2023     0.00           63             33             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 06 2023     0.00           55             33             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 07 2023     0.00           61             30             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 08 2023     0.02           69             35             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 09 2023     0.94           77             59             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 10 2023     0.39           59             34             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 11 2023     0.00           54             29             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 12 2023     0.00           62             28             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 13 2023     0.00           63             30             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 14 2023     0.00           68             34             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 15 2023     0.00           68             39             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 16 2023     0.00           64             48             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 17 2023     0.01           59             36             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 18 2023     0.00           59             31             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 19 2023     0.00           51             26             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 20 2023     0.00           54             27             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 21 2023     0.00           58             28             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 22 2023     0.00           66             39             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 23 2023     0.00           72             42             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 24 2023     0.18           68             53             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 25 2023     1.78           64             55             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 26 2023     0.00           56             35             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 27 2023     0.00           57             33             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 28 2023     0.00           49             29             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 29 2023     0.00           50             36             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 30 2023     0.00           49             30             
NORTHPORT 2 S AL US                                         45.7           33.21          -87.59         12 31 2023     0.00           63             28             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 01 2023     0.21           70             52             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 02 2023     0.17           67             61             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 03 2023     0.01           67             56             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 04 2023     0.00           67             47             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 05 2023     0.00           60             39             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 06 2023     0.00           55             38             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 07 2023     0.00           59             38             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 08 2023     0.00           63             40             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 09 2023     0.30           75             58             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 10 2023     0.44           68             38             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 11 2023     0.00           53             33             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 12 2023     0.00           57             33             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 13 2023     0.00           58             39             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 14 2023     0.00           62             44             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 15 2023     0.00           63             44             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 16 2023     0.06           59             47             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 17 2023     0.00           58             42             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 18 2023     0.00           58             37             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 19 2023     0.00           49             30             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 20 2023     0.00           53             31             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 21 2023     0.00           57             36             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 22 2023     0.00           65             43             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 23 2023     0.00           70             44             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 24 2023     0.10           66             51             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 25 2023     0.51           70             56             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 26 2023     0.00           56             43             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 27 2023     0.00           59             40             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 28 2023     0.00           53             35             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 29 2023     0.00           49             31             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 30 2023     0.00           50             33             
HIGHLAND HOME 2 S AL US                                     187.1          31.92          -86.31         12 31 2023     0.00           60             35             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 01 2023     0.15           66             50             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 02 2023     0.00           69             60             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 03 2023     0.04           69             41             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 04 2023     0.00           66             36             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 05 2023     0.00           60             29             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 06 2023     0.00           54             30             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 07 2023     0.00           58             26             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 08 2023     0.00           65             31             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 09 2023     0.13           71             57             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 10 2023     0.61           67             33             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 11 2023     0.00           51             25             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 12 2023     0.00           58             24             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 13 2023     0.00           60             26             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 14 2023     0.00           64             30             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 15 2023     0.00           64             30             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 16 2023     0.00           62             44             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 17 2023     0.01           54             41             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 18 2023     0.00           57             35             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 19 2023     0.00           46             24             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 20 2023     0.00           55             23             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 21 2023     0.00           56             23             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 22 2023     0.00           61             30             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 23 2023     0.00           69             35             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 24 2023     0.06           67             40             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 25 2023     2.43           66             56             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 26 2023     0.00           58             40             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 27 2023     0.00           56             33             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 28 2023     0.00           51             31             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 29 2023     0.00           46             39             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 30 2023     0.00           42             28             
TALLADEGA 10 NNE AL US                                      160            33.57          -86.06         12 31 2023     0.00           59             24             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 03 2023     0.70           69             64             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 04 2023     0.00           69             54             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 05 2023     0.00           67             40             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 06 2023     0.00           61             39             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 07 2023     0.00           56             34             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 09 2023     0.00           72             54             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 10 2023     0.50           70             52             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 11 2023     0.00           56             33             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 12 2023     0.00           56             34             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 13 2023     0.00           58             41             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 14 2023     0.00           61             46             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 16 2023     0.00           66             50             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 17 2023     0.06           66             50             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 18 2023     0.00           66             39             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 19 2023     0.00           62             33             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 20 2023     0.00           53             36             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 21 2023     0.00           54             36             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 22 2023     0.00           62             47             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 23 2023     0.00           70             46             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 24 2023     0.00           71             46             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 25 2023     1.14           67             56             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 26 2023     0.00           72             51             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 27 2023     0.00           54             42             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 28 2023     0.00           58             38             
BAY MINETTE AL US                                           82.6           30.88          -87.79         12 31 2023     0.00           53             33             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 01 2023     0.13           60             45             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 10 2023     0.51           57             31             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 11 2023     0.00           46             23             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 12 2023     0.00           54             23             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 17 2023     0.91           52             42             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 19 2023     0.00           43             23             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 20 2023     0.00           49             23             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 21 2023     0.00           52             26             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 27 2023     0.00           53             29             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 28 2023     0.00           45             33             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 29 2023     0.00           40             34             
GADSDEN 19 N AL US                                          351.1          34.29          -85.96         12 30 2023     0.00           39             25             
FAYETTE AL US                                               100.9          33.68          -87.83         12 14 2023     0.00           61             32             
FAYETTE AL US                                               100.9          33.68          -87.83         12 15 2023     0.00           64             32             
FAYETTE AL US                                               100.9          33.68          -87.83         12 16 2023     0.00           66             32             
FAYETTE AL US                                               100.9          33.68          -87.83         12 17 2023     0.02           64             44             
FAYETTE AL US                                               100.9          33.68          -87.83         12 18 2023     0.00           53             31             
FAYETTE AL US                                               100.9          33.68          -87.83         12 19 2023     0.00           55             26             
FAYETTE AL US                                               100.9          33.68          -87.83         12 20 2023     0.00           48             25             
FAYETTE AL US                                               100.9          33.68          -87.83         12 21 2023     0.00           54             26             
FAYETTE AL US                                               100.9          33.68          -87.83         12 22 2023     0.00           56             27             
FAYETTE AL US                                               100.9          33.68          -87.83         12 23 2023     0.00           62             37             
FAYETTE AL US                                               100.9          33.68          -87.83         12 24 2023     0.00           68             42             
FAYETTE AL US                                               100.9          33.68          -87.83         12 25 2023     1.10           64             49             
FAYETTE AL US                                               100.9          33.68          -87.83         12 26 2023     0.00           63             47             
FAYETTE AL US                                               100.9          33.68          -87.83         12 27 2023     0.00           54             30             
FAYETTE AL US                                               100.9          33.68          -87.83         12 28 2023     0.00           57             29             
FAYETTE AL US                                               100.9          33.68          -87.83         12 29 2023     0.00           48             29             
FAYETTE AL US                                               100.9          33.68          -87.83         12 30 2023     0.03           48             36             
FAYETTE AL US                                               100.9          33.68          -87.83         12 31 2023     0.00           47             28             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 01 2023     0.15           74             48             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 02 2023     0.04           70             66             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 03 2023     0.00           71             46             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 04 2023     0.00           68             35             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 05 2023     0.00           61             31             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 06 2023     0.00           57             28             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 07 2023     0.00           60             25             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 08 2023     0.00           67             33             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 09 2023     0.02           79             57             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 10 2023     0.57           68             37             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 11 2023     0.00           54             26             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 12 2023     0.00           61             24             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 13 2023     0.00           65             27             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 14 2023     0.00           66             33             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 15 2023     0.00           64             45             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 16 2023     0.04           60             49             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 17 2023     0.53           58             40             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 18 2023     0.00           60             35             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 19 2023     0.00           51             23             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 20 2023     0.00           55             25             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 21 2023     0.00           55             24             
SELMA 13 WNW AL US                                          58.8           32.46          -87.24         12 22 2023     0.00           64             35             
